"supervisor","subordinate"
"385","5159"
"14128","22913"
"385","5858"
"33076","92479"
"85120","85151"
"11748","47989"
"44881","50780"
"9843","42099"
"2408","4526"
"29122","29502"
"35748","67357"
"3160","40725"
"492","45794"
"9678","4231"
"21927","78196"
"4800","66231"
"16406","89567"
"41986","93446"
"53308","51624"
"52373","51369"
"3852","331"
"28666","22529"
"2632","25575"
"52703","51681"
"5007","16891"
"59752","47792"
"24062","39688"
"3415","72960"
"47198","73169"
"25311","67256"
"9678","16775"
"31982","87287"
"53311","51501"
"87903","89493"
"10752","14417"
"9782","18400"
"14650","16184"
"16059","23301"
"724","63837"
"724","63838"
"87516","92332"
"15299","12600"
"12556","15810"
"13164","92622"
"53087","51604"
"14791","7168"
"16000","14297"
"15579","15156"
"45271","74108"
"74324","3011"
"6268","7929"
"11412","23685"
"4004","43912"
"49762","55838"
"33076","48172"
"4663","75387"
"4663","91466"
"9469","60079"
"2337","22476"
"12263","76121"
"6938","64041"
"8445","87986"
"821","57714"
"1438","40745"
"444","58352"
"53308","79096"
"4970","29889"
"9678","8282"
"14414","68513"
"13264","49393"
"10674","55161"
"4414","4420"
"27162","39459"
"32112","7146"
"29193","49325"
"20097","44761"
"15635","23195"
"7332","17799"
"9515","21464"
"7996","27803"
"21650","82901"
"4463","1808"
"32252","49148"
"34589","43115"
"651","54930"
"1733","36811"
"47931","23419"
"66155","90463"
"8892","62540"
"6268","70397"
"19343","19342"
"6268","85642"
"3347","8121"
"33787","69852"
"84554","84478"
"3489","32860"
"10501","18064"
"296","16717"
"8782","41161"
"12778","13977"
"26910","62437"
"21650","50091"
"48173","48169"
"51279","51315"
"16610","63742"
"916","49347"
"10699","18102"
"24186","63323"
"24775","47457"
"7221","17736"
"20416","74613"
"12263","22295"
"4044","41070"
"64817","77382"
"53308","65878"
"4736","26746"
"10749","38849"
"651","14035"
"29038","31190"
"10749","12364"
"76507","85953"
"87661","85954"
"1397","44042"
"1940","27132"
"53650","23784"
"34329","72691"
"25755","77295"
"23981","60327"
"17502","57210"
"1381","8603"
"68958","8402"
"2874","68709"
"11719","82450"
"1438","4023"
"21539","38620"
"8414","85855"
"8888","10439"
"1961","5036"
"15450","14368"
"19970","3686"
"17017","66654"
"29762","31962"
"1165","3452"
"3438","10959"
"3438","19909"
"2717","70225"
"6278","60823"
"9677","73374"
"3675","57958"
"67260","84997"
"16406","92525"
"13965","13989"
"7614","33125"
"422","78906"
"7598","64806"
"20151","71659"
"29149","74943"
"914","840"
"23981","6733"
"22962","30238"
"4970","10241"
"7554","65473"
"31982","66241"
"11551","16321"
"58824","60161"
"24592","21642"
"13952","83544"
"12257","36293"
"10718","83459"
"2588","61122"
"31923","90431"
"26394","14023"
"9144","68774"
"24160","4225"
"19660","8645"
"23372","68506"
"70156","77454"
"51839","54335"
"3415","34600"
"46593","80452"
"31903","55471"
"33378","69689"
"20179","68258"
"51968","52942"
"29178","73261"
"48855","74134"
"7389","16740"
"51968","51335"
"51084","49513"
"53498","55296"
"1259","5333"
"18801","6186"
"6298","68239"
"6298","93012"
"21971","49542"
"8398","8545"
"3515","3847"
"4434","4507"
"79960","81069"
"33636","88912"
"7253","44637"
"384","1363"
"16123","58758"
"54595","54376"
"5470","5412"
"3856","59409"
"8782","22083"
"6298","73012"
"8420","58103"
"9887","10538"
"20697","91207"
"53922","22616"
"23432","17290"
"32413","13015"
"74423","39957"
"24403","83559"
"285","2015"
"7633","40580"
"46952","73322"
"7409","67427"
"63534","56500"
"65891","69325"
"76502","89640"
"44357","8670"
"13264","68917"
"1211","23162"
"1255","1231"
"7075","59407"
"48925","65906"
"7247","14391"
"326","9207"
"9100","19579"
"2631","2680"
"1974","12743"
"61410","80449"
"57533","56811"
"9077","19576"
"1162","32469"
"9678","14447"
"86799","85955"
"86405","85956"
"85961","85957"
"87895","85958"
"17732","70269"
"26081","43915"
"42054","67151"
"18996","47021"
"1244","6749"
"24151","25310"
"9816","30683"
"84387","84479"
"87516","85959"
"17048","32874"
"44689","57608"
"76502","89482"
"85961","85960"
"1961","11083"
"9852","34984"
"6328","64347"
"7281","25905"
"22914","22063"
"4785","39265"
"9782","10468"
"7130","13477"
"25788","30288"
"15895","15121"
"17009","17793"
"22113","1933"
"12265","49222"
"39593","28953"
"25300","21771"
"554","19468"
"27723","93914"
"85320","59077"
"9852","22159"
"61410","54262"
"7102","8821"
"6492","19381"
"74842","15809"
"16136","31358"
"23788","23802"
"12263","90330"
"7400","47311"
"53903","49939"
"1438","7861"
"18079","55563"
"7034","85109"
"45288","83133"
"7555","30752"
"8440","53578"
"5764","22365"
"2200","26102"
"18728","60303"
"33645","33831"
"2890","23759"
"31170","29466"
"24075","41296"
"8579","91781"
"16657","79290"
"5469","53817"
"14649","61217"
"2668","35716"
"4679","4756"
"79188","8374"
"7253","4782"
"4883","18905"
"25310","61500"
"51985","57418"
"23256","50185"
"16059","73060"
"21650","91947"
"9677","55014"
"14441","84302"
"9507","40744"
"14128","69658"
"38583","62324"
"23788","42030"
"30822","12715"
"6268","32324"
"29191","70742"
"3233","26811"
"53308","61148"
"63030","19089"
"28806","5166"
"637","14821"
"67260","91007"
"1899","48114"
"3047","3019"
"10207","7837"
"8400","57723"
"19839","9160"
"47603","43096"
"33840","78513"
"39593","13613"
"25788","21460"
"1961","5183"
"3921","39945"
"29038","28971"
"7133","13471"
"30162","22773"
"54595","54413"
"41074","26513"
"45096","90226"
"23635","23600"
"37876","69321"
"50306","74421"
"74324","78312"
"19388","78609"
"4313","20600"
"24138","24232"
"1945","257"
"14062","72098"
"4663","80101"
"25788","77694"
"84508","84480"
"24446","66619"
"8977","77067"
"1438","61696"
"79896","89781"
"79950","81071"
"86531","85961"
"18261","75141"
"4783","82009"
"1239","5308"
"12257","46468"
"50306","74411"
"67091","74292"
"25310","67392"
"24186","22778"
"2073","13807"
"1000","82182"
"2103","82597"
"9678","16752"
"31149","32923"
"17743","32589"
"1961","5732"
"14414","61362"
"70156","83969"
"51839","51313"
"31067","4431"
"2581","28415"
"4955","71603"
"44405","4304"
"53796","28006"
"48166","69593"
"9078","27815"
"51985","51651"
"7545","11032"
"9007","16363"
"1751","74632"
"33266","30342"
"7390","73529"
"8910","5769"
"5997","47446"
"53348","51280"
"29146","14816"
"57621","61663"
"47316","79765"
"18462","18473"
"10199","10089"
"68161","3841"
"2548","47563"
"3860","50195"
"8390","69818"
"12329","26254"
"12329","12839"
"2589","3055"
"10851","15023"
"6148","64064"
"26614","80689"
"3368","57234"
"33421","82442"
"719","26159"
"3003","18631"
"9704","55424"
"55492","80430"
"13952","94144"
"1200","6023"
"10207","53819"
"9852","22161"
"1233","20282"
"51808","51478"
"32413","30222"
"16699","29398"
"17017","38137"
"15299","25992"
"39248","56812"
"24096","1078"
"20004","78119"
"6298","74727"
"15434","5510"
"73841","83114"
"31982","64878"
"31283","15299"
"11961","29866"
"14429","23588"
"10759","22204"
"3955","77695"
"33787","43463"
"10740","72438"
"275","75827"
"7823","90255"
"11161","77001"
"71371","71436"
"4377","30249"
"55247","56066"
"5518","18551"
"12574","18621"
"7835","19806"
"8845","83411"
"10400","63512"
"77844","70590"
"14414","54301"
"24302","24391"
"23981","5671"
"14500","66177"
"28806","28496"
"49623","73880"
"19994","5821"
"39695","55446"
"10246","10529"
"3281","3747"
"1200","6169"
"52360","51325"
"44017","51623"
"24066","15973"
"7253","14872"
"24079","26107"
"8934","2209"
"36370","13124"
"69345","91350"
"33641","34210"
"52360","51360"
"7125","11125"
"14688","49280"
"25875","60584"
"9083","79778"
"19588","9118"
"62456","58343"
"53640","14112"
"25755","74976"
"44731","50574"
"24592","24596"
"7475","67421"
"25811","25832"
"25811","20082"
"12627","58323"
"47481","93631"
"19199","72409"
"2024","10160"
"28901","43775"
"5972","39440"
"72231","73031"
"14062","79048"
"33857","43109"
"26394","64798"
"13773","61676"
"28440","72794"
"29765","6895"
"89904","78756"
"53292","68178"
"28806","50797"
"29467","18692"
"375","60738"
"43473","47423"
"7614","63177"
"2175","8977"
"9711","21463"
"14449","14865"
"30670","70471"
"6298","69599"
"27467","12389"
"29752","42928"
"67812","23903"
"28803","4120"
"24096","20237"
"1518","1006"
"13879","1981"
"7034","62652"
"51985","75174"
"9711","22788"
"21890","36620"
"8369","46318"
"18069","61736"
"85120","85152"
"79942","81072"
"3915","23013"
"24410","23589"
"75273","51031"
"31758","50859"
"7744","12709"
"43473","92037"
"16111","6962"
"2249","5002"
"52128","51723"
"2874","69690"
"52984","51526"
"14128","16013"
"9083","51327"
"88601","85962"
"6268","62393"
"45630","49247"
"12405","24759"
"29382","63179"
"9678","24949"
"52294","51660"
"43946","70529"
"32304","55117"
"13952","43103"
"2717","38461"
"3972","72501"
"1840","5045"
"6268","5211"
"6268","5085"
"60211","58104"
"13250","4853"
"13882","1934"
"7320","22911"
"79962","79891"
"42137","57589"
"25158","32503"
"10762","15176"
"12389","44006"
"4983","4065"
"1429","14078"
"2168","16823"
"21650","91948"
"26166","6051"
"4347","56949"
"12949","25320"
"44022","62900"
"54160","30550"
"6409","71357"
"12263","92874"
"11828","18607"
"42566","83833"
"52267","54820"
"35192","78268"
"12329","12328"
"44405","92556"
"2580","84050"
"53498","63798"
"52187","74094"
"7306","46930"
"37974","8181"
"9428","67156"
"29483","61474"
"51858","51742"
"39072","79397"
"52853","58846"
"7043","66995"
"47608","92537"
"12257","33853"
"6598","72128"
"16004","26237"
"594","326"
"14530","54784"
"70372","4047"
"51422","51329"
"6298","17036"
"24138","24288"
"3438","26884"
"53796","15838"
"2100","48927"
"24062","77059"
"28512","43892"
"7744","78964"
"31149","35676"
"52991","51707"
"47709","43504"
"8536","74061"
"13112","34328"
"7115","38024"
"28394","5550"
"15647","15580"
"22158","9936"
"14414","14396"
"25788","42989"
"3438","27245"
"88601","85963"
"79944","81602"
"6268","77751"
"11551","92111"
"14500","56308"
"9053","40528"
"194","169"
"6328","75764"
"8414","91663"
"33543","39592"
"10759","40557"
"6268","89138"
"4679","79666"
"26605","41760"
"29325","2228"
"31173","38845"
"31712","57484"
"2310","27360"
"7222","72315"
"87932","19554"
"24403","35153"
"1629","92698"
"7598","55017"
"4424","31407"
"85120","85153"
"25590","56057"
"5469","5477"
"6328","50924"
"67564","41278"
"5240","65627"
"14530","22825"
"51952","70663"
"11732","1881"
"4943","50854"
"1785","78063"
"51839","69302"
"90090","65588"
"29372","33038"
"14388","5795"
"1193","5574"
"11279","314"
"27858","35920"
"1886","14662"
"31283","12467"
"24024","66512"
"33378","69687"
"86170","85964"
"11709","67166"
"18773","70183"
"384","61229"
"7389","85798"
"87332","89026"
"51422","51392"
"53903","47935"
"8930","56936"
"25311","34015"
"10970","76730"
"16606","16587"
"23639","26734"
"87332","85965"
"372","27276"
"53796","25141"
"87350","85966"
"25875","33032"
"12627","30292"
"51968","51722"
"7309","67770"
"87516","85967"
"67812","67602"
"53498","55113"
"52991","51418"
"345","28044"
"11667","56781"
"5724","45539"
"2650","41819"
"6845","69153"
"29382","50660"
"3501","63433"
"25788","44041"
"87350","85968"
"587","78829"
"3361","54"
"3361","2232"
"6268","26497"
"13193","15313"
"6056","10266"
"25755","20315"
"23599","23615"
"5469","10963"
"29038","29402"
"81362","92334"
"86704","85969"
"3501","3017"
"49675","2624"
"1438","8896"
"29752","31261"
"21877","19147"
"9868","9865"
"88666","85970"
"39678","702"
"15724","15858"
"44837","45570"
"86956","88668"
"3489","45784"
"63541","24813"
"69156","69160"
"12263","54742"
"20587","57859"
"49677","13717"
"6126","93588"
"24446","18232"
"29668","65895"
"66155","75085"
"14414","61627"
"51841","82656"
"818","34138"
"59097","37599"
"19994","33861"
"67564","75527"
"4435","32385"
"13208","66191"
"16130","66913"
"28006","40827"
"7135","42819"
"79916","79892"
"52","33622"
"26166","66728"
"4202","90227"
"79918","81074"
"51841","51239"
"18049","23722"
"9078","30393"
"31257","47766"
"10640","42315"
"2564","28184"
"8991","38288"
"485","60854"
"51968","51222"
"69658","12424"
"30831","76871"
"14715","28074"
"14715","38290"
"10469","57993"
"42099","28007"
"5595","6575"
"49623","61172"
"16632","16627"
"3368","45434"
"50414","51632"
"14027","74001"
"3948","29977"
"12263","41099"
"67812","39344"
"20004","19913"
"76523","85971"
"33857","91020"
"19942","73679"
"67037","84236"
"7414","10273"
"375","16537"
"55091","70730"
"15331","58901"
"45245","63710"
"10770","57152"
"13224","50560"
"25914","24429"
"1358","55614"
"53243","51676"
"55063","47163"
"13208","35151"
"12257","35528"
"12387","79365"
"53798","91174"
"7635","14769"
"23639","23596"
"10123","48317"
"10773","61255"
"61410","72039"
"18317","4223"
"3332","16344"
"12786","53924"
"7102","13924"
"33490","76499"
"53903","67650"
"7059","23786"
"7996","66435"
"499","58122"
"25310","24530"
"40063","62988"
"7260","57198"
"19994","6655"
"8415","25351"
"7312","90970"
"24286","48620"
"1961","83404"
"12257","33380"
"13059","93662"
"2175","655"
"39977","82021"
"2900","15126"
"9551","58850"
"637","15555"
"24186","77294"
"8782","4530"
"6268","7930"
"9887","92798"
"8414","71298"
"4663","92471"
"33076","71675"
"4400","16175"
"43473","47445"
"3329","27792"
"342","20352"
"67260","93096"
"2249","55359"
"6298","16346"
"257","89150"
"70361","6352"
"7568","15482"
"24316","67323"
"194","179"
"1866","62628"
"24147","25071"
"7598","90115"
"24494","29163"
"8150","272"
"76506","85972"
"88601","85973"
"30755","24270"
"14062","44815"
"6271","12824"
"24286","57879"
"19646","51278"
"12263","26499"
"14776","69190"
"9083","51434"
"18223","19472"
"20004","47327"
"9047","43528"
"2688","6380"
"15010","50569"
"33378","77373"
"8782","5319"
"13705","59333"
"40605","85724"
"8860","49382"
"1161","51034"
"76502","89216"
"5764","4742"
"4450","62914"
"24104","24152"
"1978","83962"
"13059","21256"
"87347","89027"
"8414","80306"
"8583","66935"
"33421","84324"
"63094","79372"
"1211","85492"
"4610","12493"
"26427","60307"
"2249","49541"
"3843","3746"
"44022","91623"
"1827","43427"
"26917","27029"
"741","29939"
"79941","81834"
"52267","51643"
"29250","43552"
"2565","44835"
"9678","41836"
"79951","81075"
"7390","93355"
"7102","5177"
"4535","45675"
"7102","4531"
"7210","18422"
"1152","29313"
"37","29382"
"13799","40574"
"33783","78940"
"12263","16770"
"18480","61839"
"14530","50377"
"25590","26032"
"51952","67161"
"67279","41497"
"21877","29902"
"55207","68834"
"76502","82282"
"15010","45576"
"38122","79623"
"13712","42206"
"1152","29754"
"17813","85014"
"25875","48679"
"7125","65340"
"60657","93260"
"51839","51679"
"67150","85013"
"57960","57523"
"52527","51540"
"26394","28305"
"1207","78472"
"45918","55188"
"18705","65892"
"4943","53434"
"769","53904"
"19152","29312"
"4955","50737"
"9006","30386"
"4320","11073"
"19152","5746"
"7450","51775"
"8179","55998"
"28359","17113"
"7554","18775"
"9063","9064"
"48873","61990"
"19003","94142"
"25310","34005"
"10970","11120"
"1421","68958"
"30794","38572"
"56938","6102"
"11271","7398"
"52417","59044"
"28394","68661"
"20004","32238"
"7456","10420"
"8117","7866"
"47198","72239"
"8477","32558"
"23434","16599"
"1270","2429"
"6268","5213"
"26051","60624"
"7389","82151"
"86105","85974"
"9678","15963"
"4352","81777"
"13193","15375"
"25374","63176"
"31764","70137"
"28359","75182"
"8147","64895"
"76502","89719"
"86247","91151"
"53087","51453"
"86005","85975"
"39977","69304"
"345","5043"
"56587","15498"
"471","13666"
"42597","78602"
"19921","20153"
"6268","7942"
"10755","7182"
"5391","15139"
"26913","40949"
"66124","1277"
"10945","26502"
"7058","12483"
"16843","16919"
"14514","25886"
"9677","61524"
"25187","77553"
"44877","73941"
"35927","72120"
"7409","2775"
"67260","92463"
"20004","37949"
"48015","25039"
"8217","30153"
"22316","28672"
"73841","83115"
"8930","93943"
"8782","14388"
"1627","33619"
"8414","63630"
"23060","59206"
"1664","18550"
"864","19102"
"8658","67307"
"25300","67380"
"385","34063"
"7102","35213"
"24286","48707"
"2581","3028"
"21446","39354"
"10718","83457"
"53609","68999"
"14414","16272"
"41537","62515"
"8229","43400"
"23372","60433"
"22962","36203"
"13770","60637"
"75948","26050"
"7100","20640"
"33543","18321"
"36251","75970"
"14449","60343"
"2900","53565"
"20004","46023"
"28394","16145"
"24137","24202"
"11342","28457"
"2103","89696"
"15697","32131"
"25073","24988"
"8414","77466"
"38809","2480"
"20593","85644"
"13395","79051"
"8930","9259"
"6328","63502"
"3289","3271"
"28298","25217"
"13414","50674"
"274","2253"
"2856","23418"
"371","16315"
"43569","55616"
"31982","73843"
"44022","54343"
"22026","2260"
"7614","40640"
"16357","69869"
"24286","48719"
"10762","6312"
"63030","78198"
"7409","22214"
"68428","73426"
"3151","74330"
"1233","34339"
"46952","93842"
"8604","56917"
"47481","12664"
"6760","56700"
"7637","1191"
"25788","45750"
"67656","17394"
"6268","5315"
"2632","2677"
"32","29080"
"12763","37734"
"34487","33382"
"397","55008"
"87661","85976"
"87347","85977"
"29162","31507"
"19626","93109"
"276","2544"
"345","44123"
"345","43850"
"1961","69839"
"16572","15466"
"13059","61124"
"1498","84736"
"720","68153"
"6148","89920"
"14803","26360"
"8884","61667"
"194","186"
"10852","1070"
"6311","50522"
"14776","46420"
"3602","32226"
"1898","24237"
"55207","41164"
"641","7885"
"85320","58225"
"10014","43095"
"24800","44743"
"18069","72811"
"25788","74116"
"12601","25144"
"29146","59134"
"11895","18188"
"10041","22619"
"9053","57101"
"8917","8923"
"3145","25533"
"10373","45653"
"13961","27216"
"56299","53386"
"21890","28763"
"76681","54296"
"26913","51146"
"26605","14282"
"25788","25840"
"41979","42224"
"29250","9861"
"63923","58508"
"12627","45698"
"19660","8537"
"10762","6528"
"5019","32284"
"12265","38991"
"51681","51595"
"17272","92816"
"6298","31710"
"29149","68802"
"21233","62265"
"1995","12272"
"9063","61397"
"5758","5857"
"342","17915"
"16968","597"
"41018","13709"
"21977","59295"
"1168","13731"
"33378","77085"
"49675","6653"
"54019","29114"
"29533","12439"
"25989","26381"
"9507","60182"
"721","9803"
"24153","14581"
"1246","21469"
"20004","26891"
"10647","24021"
"1556","21631"
"4949","83080"
"18261","39340"
"59736","57307"
"1629","72590"
"640","56622"
"42714","32733"
"8726","32381"
"79188","53878"
"52743","51363"
"86105","85978"
"45585","89689"
"87903","89529"
"84387","86501"
